Sex_Code_Text,Ethnic_Code_Text,Language,LegalStatus,CustodyStatus,MaritalStatus,RecSupervisionLevel,YearOfBirth,Score
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,1989,1
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,1979,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,1979,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,1979,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1984,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1984,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1984,2
Male,Hispanic,English,Pretrial,Jail Inmate,Single,2,1990,1
Male,Hispanic,English,Pretrial,Jail Inmate,Single,2,1990,1
Male,Hispanic,English,Pretrial,Jail Inmate,Single,2,1990,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1992,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1992,1
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1992,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1990,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1984,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1984,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1984,1
Male,Other Race,English,Pretrial,Jail Inmate,Single,2,1985,1
Male,Other Race,English,Pretrial,Jail Inmate,Single,2,1985,1
Male,Other Race,English,Pretrial,Jail Inmate,Single,2,1985,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1973,1
Female,African-American,English,Pretrial,Jail Inmate,Single,3,1995,2
Female,African-American,English,Pretrial,Jail Inmate,Single,3,1995,1
Female,African-American,English,Pretrial,Jail Inmate,Single,3,1995,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1992,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1992,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1992,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1986,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1986,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1986,2
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1987,1
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1993,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1993,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1993,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2060,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2060,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2060,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2068,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2068,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2068,1
Female,African-American,English,Pretrial,Jail Inmate,Married,3,1972,0
Female,African-American,English,Pretrial,Jail Inmate,Married,3,1972,2
Female,African-American,English,Pretrial,Jail Inmate,Married,3,1972,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1988,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1988,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1988,0
Female,African-American,English,Pretrial,Jail Inmate,Single,2,1990,0
Female,African-American,English,Pretrial,Jail Inmate,Single,2,1990,1
Female,African-American,English,Pretrial,Jail Inmate,Single,2,1990,0
Male,African-American,English,Pretrial,Jail Inmate,Married,4,1981,2
Male,African-American,English,Pretrial,Jail Inmate,Married,4,1981,2
Male,African-American,English,Pretrial,Jail Inmate,Married,4,1981,2
Female,African-American,English,Pretrial,Jail Inmate,Single,2,1988,0
Female,African-American,English,Pretrial,Jail Inmate,Single,2,1988,1
Female,African-American,English,Pretrial,Jail Inmate,Single,2,1988,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1985,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1985,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1990,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1990,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1990,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1990,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,0
Male,African-American,English,Conditional Release,Probation,Single,2,1972,0
Male,African-American,English,Conditional Release,Probation,Single,2,1972,1
Male,African-American,English,Conditional Release,Probation,Single,2,1972,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1989,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1989,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1989,0
Male,Caucasian,English,Post Sentence,Probation,Single,2,1989,0
Male,Caucasian,English,Post Sentence,Probation,Single,2,1989,1
Male,Caucasian,English,Post Sentence,Probation,Single,2,1989,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1990,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1994,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1994,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1994,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1971,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1971,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1971,0
Female,African-American,English,Post Sentence,Probation,Divorced,1,2068,0
Female,African-American,English,Post Sentence,Probation,Divorced,1,2068,0
Female,African-American,English,Post Sentence,Probation,Divorced,1,2068,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Female,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,1983,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,1983,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,1983,0
Male,African-American,English,Post Sentence,Probation,Single,2,1975,0
Male,African-American,English,Post Sentence,Probation,Single,2,1975,1
Male,African-American,English,Post Sentence,Probation,Single,2,1975,2
Female,Other Race,English,Pretrial,Jail Inmate,Single,1,1978,0
Female,Other Race,English,Pretrial,Jail Inmate,Single,1,1978,0
Female,Other Race,English,Pretrial,Jail Inmate,Single,1,1978,0
Male,African-American,English,Post Sentence,Probation,Single,4,1992,2
Male,African-American,English,Post Sentence,Probation,Single,4,1992,2
Male,African-American,English,Post Sentence,Probation,Single,4,1992,0
Male,African-American,English,Post Sentence,Probation,Single,2,1985,0
Male,African-American,English,Post Sentence,Probation,Single,2,1985,1
Male,African-American,English,Post Sentence,Probation,Single,2,1985,2
Female,Oriental,English,Post Sentence,Probation,Single,1,2067,0
Female,Oriental,English,Post Sentence,Probation,Single,1,2067,0
Female,Oriental,English,Post Sentence,Probation,Single,1,2067,0
Male,Caucasian,English,Other,Probation,Single,1,1977,0
Male,Caucasian,English,Other,Probation,Single,1,1977,0
Male,Caucasian,English,Other,Probation,Single,1,1977,0
Male,African-American,English,Post Sentence,Probation,Single,1,1974,0
Male,African-American,English,Post Sentence,Probation,Single,1,1974,0
Male,African-American,English,Post Sentence,Probation,Single,1,1974,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,2063,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,2063,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,2063,1
Male,Caucasian,English,Post Sentence,Probation,Married,1,2066,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2066,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2066,0
Male,African-American,English,Post Sentence,Probation,Married,1,2044,0
Male,African-American,English,Post Sentence,Probation,Married,1,2044,0
Male,African-American,English,Post Sentence,Probation,Married,1,2044,0
Male,African-American,English,Other,Probation,Single,2,1980,0
Male,African-American,English,Other,Probation,Single,2,1980,1
Male,African-American,English,Other,Probation,Single,2,1980,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1975,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1975,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1975,0
Female,African-American,English,Pretrial,Pretrial Defendant,Single,2,1980,0
Female,African-American,English,Pretrial,Pretrial Defendant,Single,2,1980,1
Female,African-American,English,Pretrial,Pretrial Defendant,Single,2,1980,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1990,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1990,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1990,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,1,1979,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,1,1979,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,1,1979,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2060,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2060,0
Male,Caucasian,English,Pretrial,Jail Inmate,Divorced,1,2060,0
Male,African-American,English,Other,Probation,Single,1,1981,0
Male,African-American,English,Other,Probation,Single,1,1981,0
Male,African-American,English,Other,Probation,Single,1,1981,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1983,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1983,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1983,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1981,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1981,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1981,0
Male,Hispanic,English,Other,Probation,Married,1,1983,0
Male,Hispanic,English,Other,Probation,Married,1,1983,0
Male,Hispanic,English,Other,Probation,Married,1,1983,0
Female,Caucasian,English,Post Sentence,Probation,Divorced,1,2063,0
Female,Caucasian,English,Post Sentence,Probation,Divorced,1,2063,0
Female,Caucasian,English,Post Sentence,Probation,Divorced,1,2063,0
Male,African-American,English,Post Sentence,Probation,Single,3,1985,1
Male,African-American,English,Post Sentence,Probation,Single,3,1985,2
Male,African-American,English,Post Sentence,Probation,Single,3,1985,2
Male,African-American,English,Post Sentence,Probation,Divorced,1,2070,0
Male,African-American,English,Post Sentence,Probation,Divorced,1,2070,0
Male,African-American,English,Post Sentence,Probation,Divorced,1,2070,0
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1983,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1983,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1983,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1977,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1977,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1977,1
Male,African-American,English,Post Sentence,Probation,Single,1,1978,0
Male,African-American,English,Post Sentence,Probation,Single,1,1978,0
Male,African-American,English,Post Sentence,Probation,Single,1,1978,0
Male,African-American,English,Post Sentence,Probation,Single,3,1984,1
Male,African-American,English,Post Sentence,Probation,Single,3,1984,2
Male,African-American,English,Post Sentence,Probation,Single,3,1984,1
Male,African-American,English,Post Sentence,Probation,Single,1,2064,0
Male,African-American,English,Post Sentence,Probation,Single,1,2064,0
Male,African-American,English,Post Sentence,Probation,Single,1,2064,0
Male,African-American,English,Pretrial,Jail Inmate,Single,4,2070,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,2070,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,2070,2
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2057,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2057,0
Male,Caucasian,English,Pretrial,Jail Inmate,Married,1,2057,0
Female,Hispanic,English,Other,Probation,Separated,1,1980,0
Female,Hispanic,English,Other,Probation,Separated,1,1980,0
Female,Hispanic,English,Other,Probation,Separated,1,1980,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2069,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2069,0
Male,Caucasian,English,Post Sentence,Probation,Married,1,2069,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,3,1983,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,3,1983,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,3,1983,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1993,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1993,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1993,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,1987,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,1987,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,1987,0
Male,African-American,English,Post Sentence,Probation,Single,3,1988,1
Male,African-American,English,Post Sentence,Probation,Single,3,1988,2
Male,African-American,English,Post Sentence,Probation,Single,3,1988,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1985,0
Female,African-American,English,Post Sentence,Probation,Single,2,1994,1
Female,African-American,English,Post Sentence,Probation,Single,2,1994,1
Female,African-American,English,Post Sentence,Probation,Single,2,1994,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Male,African-American,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Male,African-American,English,Pretrial,Pretrial Defendant,Single,4,1988,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2069,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2069,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2069,1
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1986,0
Male,Hispanic,English,Pretrial,Jail Inmate,Single,1,1986,1
Male,African-American,English,Post Sentence,Probation,Single,3,1989,0
Male,African-American,English,Post Sentence,Probation,Single,3,1989,2
Male,African-American,English,Post Sentence,Probation,Single,3,1989,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,1988,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,1988,0
Female,Caucasian,English,Pretrial,Jail Inmate,Single,1,1988,0
Male,Other Race,English,Pretrial,Jail Inmate,Significant Other,1,1984,0
Male,Other Race,English,Pretrial,Jail Inmate,Significant Other,1,1984,0
Male,Other Race,English,Pretrial,Jail Inmate,Significant Other,1,1984,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,2063,0
Male,African-American,English,Pretrial,Jail Inmate,Single,2,2063,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,2063,1
Male,Caucasian,English,Post Sentence,Probation,Single,3,1982,0
Male,Caucasian,English,Post Sentence,Probation,Single,3,1982,2
Male,Caucasian,English,Post Sentence,Probation,Single,3,1982,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1989,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1989,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,1989,0
Male,African-American,English,Post Sentence,Probation,Single,1,1982,0
Male,African-American,English,Post Sentence,Probation,Single,1,1982,0
Male,African-American,English,Post Sentence,Probation,Single,1,1982,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,2
Male,Caucasian,English,Pretrial,Jail Inmate,Single,4,1995,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2070,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2070,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2070,0
Male,African-American,English,Post Sentence,Probation,Single,3,1986,0
Male,African-American,English,Post Sentence,Probation,Single,3,1986,2
Male,African-American,English,Post Sentence,Probation,Single,3,1986,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1995,1
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1995,0
Male,African-American,English,Pretrial,Jail Inmate,Single,1,1995,0
Male,African-American,English,Post Sentence,Probation,Separated,1,2054,0
Male,African-American,English,Post Sentence,Probation,Separated,1,2054,0
Male,African-American,English,Post Sentence,Probation,Separated,1,2054,0
Female,Other Race,English,Pretrial,Jail Inmate,Single,2,1995,1
Female,Other Race,English,Pretrial,Jail Inmate,Single,2,1995,1
Female,Other Race,English,Pretrial,Jail Inmate,Single,2,1995,0
Male,Caucasian,English,Pretrial,Residential Program,Single,2,1984,0
Male,Caucasian,English,Pretrial,Residential Program,Single,2,1984,1
Male,Caucasian,English,Pretrial,Residential Program,Single,2,1984,1
Male,Caucasian,English,Post Sentence,Probation,Married,4,1990,2
Male,Caucasian,English,Post Sentence,Probation,Married,4,1990,2
Male,Caucasian,English,Post Sentence,Probation,Married,4,1990,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Female,African-American,English,Pretrial,Jail Inmate,Single,1,1987,0
Male,Hispanic,English,Pretrial,Jail Inmate,Unknown,1,2067,0
Male,Hispanic,English,Pretrial,Jail Inmate,Unknown,1,2067,0
Male,Hispanic,English,Pretrial,Jail Inmate,Unknown,1,2067,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,1973,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,1973,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,1973,0
Female,African-American,English,Post Sentence,Probation,Single,2,2055,0
Female,African-American,English,Post Sentence,Probation,Single,2,2055,1
Female,African-American,English,Post Sentence,Probation,Single,2,2055,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1973,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,1989,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2067,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2067,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2067,1
Male,Hispanic,English,Other,Probation,Single,1,1989,0
Male,Hispanic,English,Other,Probation,Single,1,1989,1
Male,Hispanic,English,Other,Probation,Single,1,1989,0
Male,African-American,English,Other,Probation,Single,1,1983,0
Male,African-American,English,Other,Probation,Single,1,1983,0
Male,African-American,English,Other,Probation,Single,1,1983,0
Male,Caucasian,English,Post Sentence,Jail Inmate,Single,1,2062,0
Male,Caucasian,English,Post Sentence,Jail Inmate,Single,1,2062,0
Male,Caucasian,English,Post Sentence,Jail Inmate,Single,1,2062,1
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1978,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1978,0
Male,Other Race,English,Pretrial,Jail Inmate,Single,1,1978,0
Male,Asian,English,Post Sentence,Probation,Single,1,1988,0
Male,Asian,English,Post Sentence,Probation,Single,1,1988,0
Male,Asian,English,Post Sentence,Probation,Single,1,1988,0
Male,Hispanic,English,Post Sentence,Probation,Married,1,2067,0
Male,Hispanic,English,Post Sentence,Probation,Married,1,2067,0
Male,Hispanic,English,Post Sentence,Probation,Married,1,2067,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Male,African-American,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Male,African-American,English,Pretrial,Pretrial Defendant,Single,4,1988,2
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2059,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2059,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2059,0
Male,African-American,English,Conditional Release,Probation,Single,2,1991,1
Male,African-American,English,Conditional Release,Probation,Single,2,1991,1
Male,African-American,English,Conditional Release,Probation,Single,2,1991,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1980,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1980,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1980,0
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1991,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1991,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1991,0
Male,Hispanic,English,Other,Probation,Single,1,1985,0
Male,Hispanic,English,Other,Probation,Single,1,1985,1
Male,Hispanic,English,Other,Probation,Single,1,1985,0
Male,Hispanic,English,Post Sentence,Probation,Divorced,1,2063,0
Male,Hispanic,English,Post Sentence,Probation,Divorced,1,2063,0
Male,Hispanic,English,Post Sentence,Probation,Divorced,1,2063,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,2064,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,2064,0
Male,Caucasian,English,Pretrial,Jail Inmate,Significant Other,1,2064,0
Female,African-American,English,Pretrial,Pretrial Defendant,Single,3,1985,1
Female,African-American,English,Pretrial,Pretrial Defendant,Single,3,1985,2
Female,African-American,English,Pretrial,Pretrial Defendant,Single,3,1985,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1993,2
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1993,1
Male,African-American,English,Pretrial,Jail Inmate,Single,3,1993,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Single,1,1987,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Single,1,1987,1
Female,Hispanic,English,Pretrial,Pretrial Defendant,Single,1,1987,1
Female,Hispanic,English,Pretrial,Pretrial Defendant,Single,1,1990,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Single,1,1990,0
Female,Hispanic,English,Pretrial,Pretrial Defendant,Single,1,1990,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,2,1994,1
Male,African-American,English,Pretrial,Pretrial Defendant,Single,2,1994,0
Male,African-American,English,Pretrial,Pretrial Defendant,Single,2,1994,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Post Sentence,Probation,Single,1,1985,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2063,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2063,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2063,0
Male,African-American,English,Pretrial,Jail Inmate,Married,2,1987,1
Male,African-American,English,Pretrial,Jail Inmate,Married,2,1987,1
Male,African-American,English,Pretrial,Jail Inmate,Married,2,1987,1
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,3,1972,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,3,1972,2
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,3,1972,1
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2059,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2059,0
Male,Caucasian,English,Pretrial,Jail Inmate,Single,1,2059,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2068,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2068,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2068,2
Male,African-American,English,Pretrial,Jail Inmate,Married,4,1974,2
Male,African-American,English,Pretrial,Jail Inmate,Married,4,1974,2
Male,African-American,English,Pretrial,Jail Inmate,Married,4,1974,2
Male,Other Race,English,Pretrial,Jail Inmate,Married,1,2068,0
Male,Other Race,English,Pretrial,Jail Inmate,Married,1,2068,0
Male,Other Race,English,Pretrial,Jail Inmate,Married,1,2068,0
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1991,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1991,2
Male,African-American,English,Pretrial,Jail Inmate,Single,4,1991,2
Male,Caucasian,English,Pretrial,Pretrial Defendant,Divorced,1,1978,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Divorced,1,1978,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Divorced,1,1978,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,2063,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,2063,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,2063,0
Male,Caucasian,English,Post Sentence,Probation,Single,2,1983,0
Male,Caucasian,English,Post Sentence,Probation,Single,2,1983,1
Male,Caucasian,English,Post Sentence,Probation,Single,2,1983,0
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1984,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1984,1
Male,Caucasian,English,Pretrial,Pretrial Defendant,Single,2,1984,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,1
Male,African-American,English,Pretrial,Jail Inmate,Single,2,1994,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,2068,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,2068,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Married,1,2068,1
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2063,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2063,0
Female,Caucasian,English,Pretrial,Pretrial Defendant,Single,1,2063,0
